tmdb_id,title,release_date,genres,budget,revenue,runtime,popularity,vote_average,vote_count,original_language,tagline,overview,cast_names,cast_ids,release_year
32985,Solomon Kane,2009-12-23,Adventure|Fantasy|Action,45000000,19700000,104,3.0873,6.032,1509,en,Fight evil... With evil.,"A nomadic 16th century warrior, condemned to hell for his brutal past, seeks redemption by renouncing violence, but finds some things are worth burning for as he fights to free a young Puritan woman from the grip of evil.",James Purefoy|Pete Postlethwaite|Alice Krige|Mackenzie Crook|Max von Sydow,17648|4935|2506|1711|2201,2009
65754,The Girl with the Dragon Tattoo,2011-12-14,Thriller|Crime|Mystery,90000000,232617430,158,6.2532,7.383,7531,en,"What is hidden in snow, comes forth in the thaw.","Disgraced journalist Mikael Blomkvist investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",Daniel Craig|Rooney Mara|Christopher Plummer|Stellan Skarsgård|Robin Wright,8784|108916|290|1640|32,2011
65759,Happy Feet Two,2011-11-17,Animation|Comedy|Family,130000000,150406466,99,4.8948,6.2,1711,en,Every step counts.,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters the Mighty Sven — a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to bring together the penguin nations and their allies to set things right.",Elijah Wood|Robin Williams|P!nk|E. G. Daily|Johnny A. Sanchez,109|2157|77271|15274|59783,2011
231,Syriana,2005-11-23,Drama|Thriller,50000000,93974620,128,3.2388,6.4,1477,en,Everything is connected.,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",George Clooney|Matt Damon|Jeffrey Wright|Chris Cooper|Amanda Peet,1461|1892|2954|2955|2956,2005
237,Young Adam,2003-09-26,Drama|Thriller|Crime|Romance,6400000,2500000,93,1.8074,5.8,192,en,Everyone has a past. Everyone has a secret.,A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.,Ewan McGregor|Tilda Swinton|Peter Mullan|Emily Mortimer|Jack McElhone,3061|3063|3064|1246|3065,2003
393457,Fences,2016-12-16,Drama,24000000,64400000,139,3.0645,6.88,2794,en,"Some people build fences to keep people out, and other people build fences to keep people in.","In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",Denzel Washington|Viola Davis|Stephen McKinley Henderson|Jovan Adepo|Russell Hornsby,5292|19492|196179|1607522|62649,2016
983282,The Artifice Girl,2023-04-27,Science Fiction|Thriller|Mystery,0,0,93,2.8779,6.77,280,en,She's not real. She's more than that.,"A team of special agents discovers a revolutionary new computer program to bait and trap online predators. After teaming up with the program's troubled developer, they soon find that the AI is rapidly advancing beyond its original purpose.",Tatum Matthews|Franklin Ritch|Sinda Nichols|David Girard|Lance Henriksen,3328807|3977672|2615845|2772175|2714,2023
243,High Fidelity,2000-03-17,Drama|Comedy|Romance|Music,30000000,47100000,113,2.7873,7.136,2169,en,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.","After his long-time girlfriend dumps him, a thirty-year-old record store owner seeks to understand why he is unlucky in love while recounting his ""top five breakups of all time"".",John Cusack|Iben Hjejle|Todd Louiso|Jack Black|Lisa Bonet,3036|1562|3230|70851|3232,2000
98548,People Like Us,2012-06-29,Drama,16000000,12434778,114,1.6757,6.786,653,en,Find your family.,"After flying home to L.A. for the funeral of his estranged record-producer father, a struggling man discovers that the will stipulates that he must deliver $150,000 in cash to a 30-year-old alcoholic sister he never knew existed, and her troubled 12-year-old son.",Chris Pine|Elizabeth Banks|Olivia Wilde|Michelle Pfeiffer|Mark Duplass,62064|9281|59315|1160|45407,2012
245,About a Boy,2002-04-26,Drama|Comedy|Romance,27000000,129000000,101,2.5253,6.695,2376,en,Growing up has nothing to do with age.,"Will Freeman is a good-looking, smooth-talking bachelor whose primary goal in life is avoiding any kind of responsibility. But when he invents an imaginary son in order to meet attractive single moms, Will gets a hilarious lesson about life from a bright, but hopelessly geeky 12-year-old named Marcus. Now, as Will struggles to teach Marcus the art of being cool, Marcus teaches Will that you're never too old to grow up.",Hugh Grant|Nicholas Hoult|Toni Collette|Rachel Weisz|Natalia Tena,3291|3292|3051|3293|3300,2002
254,King Kong,2005-12-12,Adventure|Drama|Action,207000000,562363449,188,9.7204,6.886,8428,en,The eighth wonder of the world.,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",Naomi Watts|Adrien Brody|Jack Black|Andy Serkis|Colin Hanks,3489|3490|70851|1333|3492,2005
426238,Beach Rats,2017-08-25,Drama|Romance,0,486623,99,2.1493,6.034,563,en,,"On the outskirts of Brooklyn, Frankie, an aimless teenager, suffocates under the oppressive glare cast by his family and a toxic group of delinquent friends. Struggling with his own identity, Frankie begins to scour hookup sites for older men.",Harris Dickinson|Madeline Weinstein|Kate Hodge|Neal Huff|Nicole Flyus,1716493|1716494|151363|58544|1795535,2017
257,Oliver Twist,2005-09-23,Crime|Drama|Family,50000000,42580321,130,1.8988,6.7,1234,en,ADAPTED FROM CHARLES DICKENS' CRITICALLY ACCLAIMED NOVEL!- HASHIR,"When 9-year-old orphan Oliver Twist dares to ask his cruel taskmaster, Mr. Bumble, for a second serving of gruel, he's hired out as an apprentice. Escaping that dismal fate, young Oliver falls in with the street urchin known as the Artful Dodger and his criminal mentor, Fagin. When kindly Mr. Brownlow takes Oliver in, Fagin's evil henchman Bill Sikes plots to kidnap the boy.",Barney Clark|Ben Kingsley|Jamie Foreman|Harry Eden|Edward Hardwicke,3542|2282|3543|3544|3545,2005
196867,Annie,2014-12-18,Comedy|Drama|Family,65000000,136853506,118,9.8005,6.238,1343,en,It's a hard knock life.,"Annie is a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan. But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks—advised by his brilliant VP and his shrewd and scheming campaign advisor—makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around.",Quvenzhané Wallis|Jamie Foxx|Rose Byrne|Cameron Diaz|Bobby Cannavale,1055235|134|9827|6941|21127,2014
98566,Teenage Mutant Ninja Turtles,2014-08-07,Science Fiction|Action|Adventure|Comedy,125000000,485004754,101,7.2919,5.9,7144,en,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",Pete Ploszek|Alan Ritchson|Jeremy Howard|Noel Fisher|Megan Fox,1163622|64295|15034|80352|19537,2014
272,Batman Begins,2005-06-10,Drama|Crime|Action,150000000,374218673,140,12.09,7.722,22434,en,Evil fears the knight.,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",Christian Bale|Michael Caine|Liam Neeson|Katie Holmes|Gary Oldman,3894|3895|3896|3897|64,2005
1016084,BlackBerry,2023-02-13,Comedy|Drama|History,5000000,2600000,120,3.4941,7.144,852,en,Work hard. Fail hard.,Two mismatched entrepreneurs – egghead innovator Mike Lazaridis and cut-throat businessman Jim Balsillie – joined forces in an endeavour that was to become a worldwide hit in little more than a decade. The story of the meteoric rise and catastrophic demise of the world's first smartphone.,Jay Baruchel|Glenn Howerton|Matt Johnson|Saul Rubinek|Cary Elwes,449|77870|1144092|3712|2130,2023
277,Underworld,2003-09-19,Fantasy|Action|Thriller,22000000,95708457,122,4.9931,6.8,6540,en,An immortal battle for supremacy.,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",Kate Beckinsale|Scott Speedman|Michael Sheen|Shane Brolly|Bill Nighy,3967|100|3968|3969|2440,2003
285,Pirates of the Caribbean: At World's End,2007-05-19,Adventure|Fantasy|Action,300000000,961691209,169,12.9211,7.266,15340,en,"At the end of the world, the adventure begins.","After losing Captain Jack Sparrow to the locker of Davy Jones, Will Turner, Elizabeth Swann, and Captain Barbossa journey to the ends of the earth to rescue him. And as the East India Trading Company tightens its grip on the seas under Lord Cutler Beckett—now in control of Davy Jones—the fate of piracy hangs by a thread. Now, they must unite the pirate lords for one final stand. But as loyalties are tested and alliances shift, each must ultimately choose where they stand in the battle for freedom on the high seas.",Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport,85|118|114|116|1709,2007
296,Terminator 3: Rise of the Machines,2003-07-02,Action|Thriller|Science Fiction,200000000,435000000,109,7.3383,6.2,7173,en,The Machines Will Rise.,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",Arnold Schwarzenegger|Nick Stahl|Claire Danes|Kristanna Loken|Earl Boen,1100|6408|6194|7218|2716,2003
298,Ocean's Thirteen,2007-06-05,Crime|Thriller,85000000,311312624,122,5.32,6.724,6824,en,Revenge is a funny thing.,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",George Clooney|Brad Pitt|Al Pacino|Matt Damon|Don Cheadle,1461|287|1158|1892|1896,2007
302,Swimming Pool,2003-05-21,Crime|Thriller,7800000,22441323,102,1.707,6.489,783,en,"On the surface, all is calm.","A British crime novelist travels to her publisher's upmarket summer house in Southern France to seek solitude in order to work on her next book. However, the unexpected arrival of the publisher's daughter induces complications and a subsequent crime.",Charlotte Rampling|Ludivine Sagnier|Charles Dance|Marc Fayolle|Jean-Marie Lamour,44079|4390|4391|4393|4392,2003
308,Broken Flowers,2005-07-31,Comedy|Drama|Mystery|Romance,10000000,46720491,106,1.669,6.941,1468,en,Sometimes life brings some strange surprises,Introverted Don Johnston receives an anonymous letter from an ex-lover informing him that he has a son who may be looking for him. A freelance sleuth neighbor motivates Don to embark on a cross-country search for his past flames seeking answers.,Bill Murray|Sharon Stone|Jessica Lange|Tilda Swinton|Frances Conroy,1532|4430|4431|3063|4432,2005
310,Bruce Almighty,2003-05-23,Fantasy|Comedy,80000000,484592874,101,7.3329,6.725,11412,en,"If you could be God for one week, what would you do?","Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, NY, but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God — and the Almighty responds, endowing Bruce with all of His divine powers.",Jim Carrey|Morgan Freeman|Jennifer Aniston|Philip Baker Hall|Catherine Bell,206|192|4491|4492|4493,2003
